개방자치단체코드,관리번호,낚시터명,낚시터유형,소재지도로명주소,소재지지번주소,WGS84위도,WGS84경도,낚시터전화번호,수면적,주요어종,최대수용인원,수상시설물유형,이용요금,주요포인트,안전시설현황,편익시설현황,주변관광지,관리기관전화번호,관리기관명,데이터기준일자,데이터갱신구분,데이터갱신시점,최종수정시점
3660000,202536600001000001,대전실내바다낚시터,기타,대전광역시 서구 구봉산북로7번길 62-12 (관저동),대전광역시 서구 관저동 1949-3,36.29730635,127.3240351,,187,"우럭, 광어, 농어, 참돔",20,없음,"38,000원",,구명부환+구명조끼+소방설비,화장실+세면소+쓰레기통,없음,042-288-2470,대전광역시 서구청,2025-09-10,,2026-05-19 22:28:25,2026-05-18 13:08:03
3660000,202336600001000001,Love낚시카페,기타,"대전광역시 서구 관저로 160, 지하1층",,36.29872121,127.3395894,042-544-4222,54,"붕어, 잉어",30,없음,"10,000원",,구명부환+구명조끼+소방설비,화장실+세면소+쓰레기통,없음,042-288-2470,대전광역시 서구청,2023-04-13,I,2026-05-15 18:45:51,2023-04-13 16:42:52
3660000,202336600001000002,우명실내낚시터,기타,대전광역시 서구 우명길 148(우명동),,36.2287571,127.2935111,042-841-9545,1486,"붕어, 잉어",50,없음,"15,000원",,구명부환+구명조끼+소방설비,화장실+세면소+쓰레기통,없음,042-288-2470,대전광역시 서구청,2023-04-13,I,2026-05-15 18:45:51,2023-04-13 16:42:52
3690000,202036900001000001,낚시의 신,기타,"울산광역시 중구 젊음의1거리 7, 지하1층 (성남동)",울산광역시 중구 성남동 219-130,35.5534,129.3188,,32.19,"향어, 잉어, 붕어",14,실내 낚시(카페형),"성인 12,000원 미성년 8,000원 커플 22,000원",,"구명부환(2개), 소화기(1개), 구급약품(1개), 방송시설(1개소)","화장실, 매점, 구급약품",,,울산광역시 중구청 경제정책과,2025-11-04,I,2026-05-15 18:45:51,2025-11-04 14:20:57
3710000,202537100001000002,해적바다실내낚시터,기타,"울산광역시 동구 화잠로 105, 지하 1층(방어동)",울산광역시 동구 방어동 1024-12,35.47849091,129.413984,052-975-1136,57.31,"참돔, 점성어",25,고정형,"2시간 35,000원, 3시간 40,000원, 6시간 65,000원",,"소화기, 구급약품","화장실, 쓰레기통",,052-209-3366,울산광역시 동구청,2025-12-05,I,2026-05-15 18:45:51,2025-12-05 10:11:56
3720000,202237200001000002,당사해양낚시공원,바다,울산광역시 북구 용바위1길 58 (당사동),울산광역시 북구 당사동 508,35.581079,129.455723,052-282-1116,720,"볼락, 우럭, 쏨뱅이, 전갱이 등",500,잔교식 좌대,"1. 낚   시 : (성인)10,000원, (청소년) 5,000원 2. 입장료 : (성인) 1,000원, (청소년) 500원",,"안전사다리, 소화기, 구명조끼, 구명줄, 구명부환","화장실,관리사무실, 쓰레기통","강동누리길, 강동사랑길, 우가어촌체험마을, 강동오토캠핑장 등",052-282-1116,울산수협 당사어촌계,2026-05-21,U,2026-05-22 03:03:03,2026-05-21 15:42:56
3730000,202537300001000001,울산바다관광농원,기타,울산광역시 울주군 서생면 해맞이로 1078-68,울산광역시 울주군 서생면 진하리 97-1,35.391006,129.342481,,2026,참돔+우럭,20,-,"70,000원/8시간",,구명부환+구급약품+소화기,"화장실, 세면소, 쓰레기통",,,울산광역시 울주군청,2025-11-05,U,2026-05-27 03:03:03,2026-05-26 19:19:19
3730000,202137300001000001,송정유료낚시터,바다,울산광역시 서생면 해맞이로 1331,울산광역시 울주군 서생면 대송리 339-8,35.36690,129.35324,052-239-5900,10000,"우럭, 노래미, 농어 등",80,수상좌대,"가두리낚시 : 66,000원 생활 낚시 : 33,000원 체험낚시 : 10,000원 *초등학생 50%할인",,구명부환+구명조끼+소화기+구급약품+계류설비,화장실+분리수거통,,,울산광역시 울주군청,2022-11-17,I,2026-05-15 18:45:51,2022-11-17 16:01:12
3730000,202137300001000002,원실내낚시터,기타,울산광역시 울주군 온산읍 신온8길 20-6,울산광역시 울주군 온산읍 덕신리 433-7,35.4292604,129.3109347,052-239-2211,57,잉어+붕어,16,낚시카페,"35,000(2시간), 40,000원(3시간), 50,000원(4시간), 60,000(5시간)",,구명부환+구급약품+소화기,화장실+분리수거통,,,울산광역시 울주군청,2022-11-17,U,2026-05-27 03:03:03,2026-05-26 19:18:44
3740000,202637400001000003,해적왕실내낚시카페,기타,"경기도 수원시 팔달구 효원로307번길 47, 문화빌딩 지하1층 (인계동)",경기도 수원시 팔달구 인계동 1121-6 문화빌딩,37.26302406,127.0359218,031-223-1123,88.5,잉어류,30,고정형,"10,000원",,구멍부환+구명조끼+소화기+구급약품,화장실,,031-5191-2917,수원시 농업기술센터,2026-05-18,,2026-05-19 21:58:25,2026-05-18 10:12:48
3740000,202637400001000002,수원실내낚시터,기타,"경기도 수원시 권선구 권선로 652, 지하1층 (권선동)",경기도 수원시 권선구 권선동 967,37.26012603,127.0224305,031-233-2733,86,잉어류,26,고정형,"10,000원",,구멍부환+구명조끼+소화기+구급약품,화장실,,031-5191-2917,수원시 농업기술센터,2026-05-18,,2026-05-19 21:58:25,2026-05-18 10:12:53
3740000,202637400001000001,도심어부,기타,"경기도 수원시 영통구 영통로 232, 지하1층 (영통동, 두산.우성.한신아파트)",경기도 수원시 영통구 영통동 973-3 두산.우성.한신아파트,37.24841817,127.0584843,031-205-7872,21.98,가재류,10,고정형,"10,000원",,구멍부환+구명조끼+소화기+구급약품,화장실,,031-5191-2917,수원시 농업기술센터,2026-05-18,,2026-05-19 21:58:25,2026-05-18 10:12:58
3820000,202038200001000001,자일낚시터,저수지,경기도 의정부시 호국로1860번길 79,,37.771560,127.105302,,2181,잉어류,50,수상좌대,"20,000",,구명부환+소화기+구급약품,화장실+분리수거통,,031-828-4032,의정부시 도시농업과,2024-01-11,I,2026-05-15 18:45:51,2024-01-11 17:12:10
3820000,202038200001000003,또또와 실내낚시카페,기타,경기도 의정부시 추동로19번길 7,,37.743652,127.057607,,271.78,잉어류+메기류,21,해당없음,"10,000(1시간기준)",,구명부환+소화기+구급약품,화장실+분리수거통,,031-828-4032,의정부시 도시농업과,2024-01-11,I,2026-05-15 18:45:51,2024-01-11 17:10:26
3820000,202038200001000002,가자실내낚시터,기타,경기도 의정부시 시민로 117(의정부동),,37.738678,127.048320,,265.2,잉어류,20,해당없음,"10,000(1시간기준)",,구명부환+소화기+구급약품,화장실+분리수거통,,031-828-4032,의정부시 도시농업과,2024-01-11,I,2026-05-15 18:45:51,2024-01-11 17:11:44
3830000,202638300001000001,Love낚시카페 안양점,기타,"경기도 안양시 만안구 장내로139번길 14, 지하1층 B01호(안양동)",,37.3962,126.9205,,50,잉어 등,21,고정형,"성인 1시간:12,000원/유아~초등생 1시간:10,000원",,"구명부환,구명부환의 구명줄,휴대식 소화기3개,구급약품",휴게실,,,안양시청 위생정책과,2026-05-20,,2026-05-22 21:58:25,2026-05-21 10:37:10
3860000,202438600001000001,아마존실내낚시터,기타,"경기도 부천시 원미구 부흥로 404, 지하1층","경기도 부천시 원미구 심곡동 155-1, 지하1층",37.4896579,126.78513,032-657-1253,175,"붕어, 비단잉어, 송어 등",40,고정형,"남:1만1천, 여:1만, 청소년이하:8천, 커플:1만8천",,구명부환+구명조끼+소화기+구급약품+배수설비+전기설비,화장실+분리수거통,,,부천시청,2025-10-23,I,2026-05-15 18:45:51,2025-10-23 15:52:56
3900000,202339000001000001,아방리낚시터,저수지,경기도 광명시 범안로 740-12 (노온사동),경기도 광명시 노온사동 455,37.4425983,126.856398,,36608,잉어+붕어,140,고정형,"30,000원",,"구명부환, 소화기, 구명줄, 구급약품 등","화장실, 쓰레기통",,,경기도 광명시,2025-07-16,I,2026-05-15 18:45:51,2025-07-16 09:00:03
3900000,202339000001000003,못난이샤크 실내바다낚시터,기타,"경기도 광명시 광명로 858, 지하1층 (광명동)",경기도 광명시 광명동 295-18,37.4756438,126.852954,02-2299-4580,24.94,잉어+붕어,14,고정형,"38,000원(2시간, 부가세별도)",,"구명부환, 소화기, 구명줄, 구급약품 등","화장실, 쓰레기통",,,경기도 광명시,2025-07-16,I,2026-05-15 18:45:51,2025-07-16 08:59:35
3900000,202339000001000002,샘터낚시터,저수지,경기도 광명시 장절로 96-33 (노온사동),경기도 광명시 노온사동 833-2,37.4313547,126.8571543,,7068,잉어+붕어,90,고정형,"30,000원",,"구명부환, 소화기, 구명줄, 구급약품 등","화장실, 쓰레기통",,,경기도 광명시,2025-07-16,I,2026-05-15 18:45:51,2025-07-16 08:59:47
3910000,202439100001000002,안중락실내바다낚시터,기타,경기도 평택시 안중읍 서동대로 1758,,36.9919455,126.944868,,180,"우럭, 강도다리, 감성돔 등",33,고정형,"3시간 44,000원6시간 66,000원8시간 77,000원",,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,,,경기도 평택시청,2026-05-22,U,2026-05-23 03:03:03,2026-05-22 08:53:23
3910000,202439100001000008,고잔낚시터,저수지,경기도 평택시 청북읍 고잔리 1-1,,37.067541,126.909627,,1170000,붕어+잉어,250,고정형,"1일 25,000원 (손맛)1일 35,000원 (자비)",,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,,,경기도 평택시청,2026-05-22,U,2026-05-23 03:03:03,2026-05-22 08:52:18
3910000,202439100001000003,낚시 훈련소,기타,경기도 평택시 문화촌로 9,,36.996613,127.113874,,33,"잉어, 향어 등",25,고정형,"1시간 12,000원 (성인)1시간 12,000원 (중고생)1시간  9,000원 (초등생)",,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,,,경기도 평택시청,2026-05-22,U,2026-05-23 03:03:03,2026-05-22 08:53:14
3910000,202439100001000005,고현낚시터,평지,경기도 평택시 고현길 38-48,,37.130793,127.096181,,6110,붕어+잉어,30,고정형,"1일 15,000원 (08:00~18:00)1일 10,000원 (19:00~23:00)",,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,,,경기도 평택시청,2026-05-22,U,2026-05-23 03:03:03,2026-05-22 08:52:46
3910000,202439100001000009,월곡낚시터,저수지,경기도 평택시 관동길 20,,37.021253,127.130075,,10000,붕어+잉어,50,고정형,"1일 15000원 (평일, 휴일)",,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,,,경기도 평택시청,2026-05-22,U,2026-05-23 03:03:03,2026-05-22 08:52:07
3910000,202439100001000001,피쉬실내바다낚시터,기타,경기도 평택시 포승읍 고렴1길 35,,37.0540876,126.92064,,200,"우럭, 광어 등",30,고정형,"[주간]3시간 : 44,000원6시간 : 66,000원[야간]4시간 : 44,000원7시간 : 66,000원",,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,,,경기도 평택시청,2026-05-22,U,2026-05-23 03:03:03,2026-05-22 08:53:30
3910000,202439100001000006,동막낚시터,저수지,경기도 평택시 동막길 127,,37.074396,127.096081,,10000,붕어+잉어,40,고정형,"1일 15000원 (평일, 휴일)",,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,,,경기도 평택시청,2026-05-22,U,2026-05-23 03:03:03,2026-05-22 08:52:36
3910000,202439100001000007,울성낚시터,저수지,경기도 평택시 울성길 237-20,,37.016293,127.05912,,1440000,붕어+잉어,80,고정형,"1일 15000원 (평일, 휴일)",,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,,,경기도 평택시청,2026-05-22,U,2026-05-23 03:03:03,2026-05-22 08:52:28
3910000,202439100001000004,덕목리205낚시터,평지,경기도 평택시 덕목5길 117-1,,36.9542,126.969356,,2410,붕어+잉어,20,고정형,"1일 20000원 (평일, 휴일)",,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,,,경기도 평택시청,2026-05-22,U,2026-05-23 03:03:03,2026-05-22 08:52:56
3910000,202539100001000001,권관항 낚시터,바다,"경기도 평택시 현덕면 서동대로 55, 인근 공유수면",경기도 평택시 현덕면 권관리 564-22,36.905511,126.901374,,537.5,망둥어 등,30,수상좌대,,,구명부환+소화기+구급약품+전기설비,"화장실, 세면소, 낚시관리선 2척",,,경기도 평택시청,2026-05-22,U,2026-05-23 03:03:03,2026-05-22 08:51:51
3920000,202639200001000001,또또와 실내낚시터,기타,"경기도 동두천시 중앙로 110-17, 501호","경기도 동두천시 지행동 719-3, 501호",37.891436,127.053281,,49.06,"붕어, 향어",32,없음,"11,000",,"구명줄, 소화기, 구급약품","관리사무실, 매점",소요산,031-860-2387,농업축산과,2026-05-19,,2026-05-20 21:28:25,2026-05-19 16:51:43
3920000,202639200001000002,죠스송어낚시터 당일피크닉,기타,경기도 동두천시 삼육사로 1422-36,경기도 동두천시 탑동동 30통 3반,37.917462,127.149591,,297,송어,100,없음,"10,000",,"구명줄, 소화기, 구급약품","관리사무실, 매점",소요산,031-860-2387,농업축산과,2026-05-19,,2026-05-20 21:28:25,2026-05-19 16:51:43
3930000,202639300001000011,대부도바다낚시터,바다,"경기도 안산시 단원구 대부북동 1870-71, 대부도바다낚시터 (대부북동)",,37.27823388,126.5514075,,11835,우럭+참돔+농어+점성어 등,300,없음,"1일 90,000원",,"구명부환12,구명조끼3,소화기11,구급약품,화장실6,세면소3,쓰레기통10,관리사무소,방송시설",매점,,031-481-3693,해양수산과,2026-05-15,,2026-05-16 21:58:25,2026-05-15 14:40:07
3930000,202639300001000014,황금낚시터,평지,"경기도 안산시 단원구 대부황금로 82, 황금낚시터(선감동)",,37.19916272,126.6451919,,368,장어+랍스터,76,없음,"1일 99,000원",,"구명부환3소화기2,화장실2 및 세면소 1,관리사무소,구급약품세트1",관리사무소 등,,031-481-3693,해양수산과,2026-05-15,,2026-05-16 21:58:25,2026-05-15 14:40:07
3930000,202639300001000013,어심바다낚시터,바다,"경기도 안산시 단원구 잘푸리길 107, 어심바다낚시터 (대부남동)",,37.23606522,126.5658309,032-886-7313,6020,참돔+감성돔+우럭+도다리 등,106,없음,"1일 90,000원",,"구명부환4,소화기3,화장실3 및 세면소 2,관리사무소,구급약품세트1","음식점,관리사무소등",,031-481-3693,해양수산과,2026-05-15,,2026-05-16 21:58:25,2026-05-15 14:40:07
3930000,202639300001000012,등대바다낚시터,바다,"경기도 안산시 단원구 금당구지길 91, 등대바다낚시터 (대부남동)",,37.23054271,126.5905621,032-881-1342,16256,우럭+점성어+농어+참동 등,75,수상좌대,"1일 99,000원",,"구명부환10,소화기6,구급약품세트1,구명조끼4(어린이용 2),화장실2,세면소2,관리사무소",관리사무소(매점)및 음식점,,031-481-3693,해양수산과,2026-05-15,,2026-05-16 21:58:25,2026-05-15 14:40:07
3930000,202639300001000010,k3바다낚시터,바다,"경기도 안산시 단원구 작은상재미길 86, k3바다낚시터 (대부동동)",,37.25218005,126.6139694,032-885-5225,33204,우럭+참돔+농어+점성어 등,100,없음,"1일 99,000원",,"구명부환4,소화기4,구급약품1,화장실2,세면소1,쓰레기통11,관리사무소,방송시설","매점,식당",,031-481-3693,해양수산과,2026-05-15,,2026-05-16 21:58:25,2026-05-15 14:40:07
3930000,202639300001000009,북동낚시터,저수지,"경기도 안산시 단원구 뻐꾹산길 98, 북동낚시터 (대부북동)",,37.25690318,126.5810408,032-882-9033,70000,붕어+잉어 등,212,연안방갈로,"1일 30,000원",,"구명부환43,소화기27,구급약품2,낚시터관리선1,구명조끼41,화장실5,세면소3,관리 및 통신시설","매점,식당",,031-481-3693,해양수산과,2026-05-15,,2026-05-16 21:58:25,2026-05-15 14:40:07
3930000,202639300001000008,수암낚시터,저수지,"경기도 안산시 상록구 지장골길 51-18, 수암낚시터 (수암동)",,37.37232031,126.8808464,031-480-6886,8400,향어+잉어+메기 등,100,없음,"1일 40,000원",,"구명부환4,소화기3,구급약품1,화장실2,세면소2,관리실 및 통신시설","관리사무소(매점,식당)",,031-481-3693,해양수산과,2026-05-15,,2026-05-16 21:58:25,2026-05-15 14:40:07
3930000,202639300001000007,해솔바다낚시터,바다,"경기도 안산시 단원구 대부북동 1870-15, 해솔바다낚시터 (대부북동)",,37.27817835,126.5549547,032-880-9865,16418,우럭+참돔+점성어+농어 등,100,없음,"1일 99,000원",,"구명부환4,소화기4,구급약품1,화장실2,세면소2,쓰레기통4,관리시설 및 통신시설","매점,식당,관리사무소",,031-481-3693,해양수산과,2026-05-15,,2026-05-16 21:58:25,2026-05-15 14:40:07
3930000,202639300001000006,독도바다낚시터,바다,"경기도 안산시 단원구 새방죽길 165, 독도바다낚시터 (대부북동)",,37.23985943,126.5660486,032-880-0449,20689,우럭+참돔+점성어+농어 등,310,수상낚시터,"1일 95,000원",,"구명부환13,소화기8,구명조끼4,구급약품세트1,화장실7,세면소4,관리시설 및 통신시설","매점,식당,회센터,손질칸",,031-481-3693,해양수산과,2026-05-15,,2026-05-16 21:58:25,2026-05-15 14:40:07
